Unnamed: 0,Timestamp,Subject ,Q1.Did you face any internet connectivity issues during the class?,Q2. How many times on average did the meeting disconnect?,Q3.Were you able to understand the concept?,Q4.which platform was used for the class?,Q5.Attendance in the subject?,Q6.The interactive tools used for teaching in classes?,Q7.How many questions did the teacher ask in the class?,Q8.How many questions did you ask the teacher?,Q9.Which study material provided by the university did you use for studying?,Q10.Examination Portal was well managed for this subject? ,Q11.The alternative is provided by the University if the uploading option in the exam portal is not working?,Q12. Was the professor available for the doubts?,Q13.lecture recording was provided?,Q14.Interest in the subject? ,Q15.For how much time on average did you attentively attend the classes?,Q16.Did you get the choice of your Teacher in the subject?,Q17.How many questions in the exam you could have answered on your own?,Q18.Your grade in the subject ,Q19.Give Some Suggestion you have for the online learning (only fill once).
118,1-22-2021 14:16:39,ENVIROMENT LAW,1,0,0,"[""Microsoft Team's""]",0,"['Presentation', ' Virtual Board', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],1,0,1,1,0,1,0,9,"Video of the student should always on
Doubts cleared is not appropriate "
119,1-22-2021 14:16:42, Computational Intelligence,0,1,0,"['Zoom', ' Google Meet']",0,"['White board', ' Presentation']",2,1,['Notes'],"['Everything was perfect', ' Sections are not opening even after 15 min or more']",0,3,3,1,1,0,4,9,
120,1-22-2021 14:17:09,design and analysis of algorithms,0,1,0,['Zoom'],2,['Virtual Board'],1,0,"['Physical Books', ' Notes', ' Presentations']",['Facing Problem while uploading'],0,3,1,3,2,2,4,10,
121,1-22-2021 14:18:01,Internet of Things,0,1,0,"['Zoom', ' Google Meet']",0,"['White board', ' Presentation']",1,2,['Physical Books'],['Everything was perfect'],0,2,0,0,1,0,4,9,
122,1-22-2021 14:18:18,Data Mining and Data Warehousing,0,2,0,"['Zoom', ' Google Meet']",2,['Presentation'],0,0,"['E-Books', ' Notes', ' Presentations']",['Facing Problem while uploading'],0,3,1,3,2,2,4,10,
123,1-22-2021 14:18:37,LABOUR LAW,1,0,1,"[""Microsoft Team's""]",3,['Presentation'],0,0,['Presentations'],['Everything was perfect'],1,0,1,2,3,1,0,8,
124,1-22-2021 14:19:17,Computer Networks,0,1,0,"['Zoom', ' Google Meet']",0,"['White board', ' Presentation']",1,1,['Physical Books'],"['Everything was perfect', ' Facing Problem while uploading']",0,2,0,1,1,0,4,8,
125,1-22-2021 14:19:45,internet of things,1,0,0,['Google Meet'],2,['Presentation'],0,0,"['Physical Books', ' Presentations']",['Everything was perfect'],0,2,1,3,2,2,4,10,
126,1-22-2021 14:20:04,Design and Analysis of Algorithms,0,1,0,"['Zoom', ' Google Meet']",3,"['White board', ' Presentation']",1,1,"['Physical Books', ' E-Books']",['Facing Problem while uploading'],0,2,3,1,0,2,4,9,
127,1-22-2021 14:20:30,TRANSFER OF PROPERTY ACT,1,0,0,"[""Microsoft Team's""]",2,"['White board', ' Presentation']",2,2,"['Physical Books', ' Notes', ' Presentations']",['Everything was perfect'],1,3,1,3,2,1,0,9,
128,1-22-2021 14:20:55,Data Mining and Data Warehousing,0,1,0,"['Zoom', ' Google Meet']",0,"['White board', ' Presentation']",1,2,"['Physical Books', ' E-Books']",['Everything was perfect'],0,3,3,3,2,2,4,9,
129,1-22-2021 14:20:57,computational intelligence,0,2,0,['Zoom'],2,['Presentation'],0,0,"['E-Books', ' Presentations']",['Facing Problem while uploading'],0,2,3,1,2,2,4,9,
130,1-22-2021 14:21:52,INLECTUAL PROPERTY RIGHTS,1,0,0,"[""Microsoft Team's""]",2,"['Presentation', ' Virtual Board']",1,1,['Physical Books'],['Everything was perfect'],1,2,1,3,2,1,0,8,
131,1-22-2021 14:22:01,software engineering,0,2,0,"['Zoom', ' Google Meet']",2,['Presentation'],0,0,"['E-Books', ' Presentations']",['Facing Problem while uploading'],0,2,1,3,2,2,4,9,
132,1-22-2021 14:23:42,INDAIN SPECIFIC ACTS,1,0,1,"[""Microsoft Team's""]",3,['Virtual Board'],0,0,['Presentations'],['Everything was perfect'],1,1,1,1,1,1,0,7,
133,1-22-2021 14:25:21,CPC,1,0,0,"[""Microsoft Team's""]",2,"['Presentation', ' Virtual Board', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",2,0,['Physical Books'],['Everything was perfect'],1,3,1,3,2,1,0,8,
134,1-22-2021 14:28:20,INDIAN CONTRACT ACT,1,0,0,"[""Microsoft Team's""]",0,['Virtual Board'],1,0,['Presentations'],['Everything was perfect'],1,0,1,0,1,1,0,7,
135,1-22-2021 14:36:25,design and analysis of algorithms,1,0,0,['Google Meet'],1,['Virtual Board'],1,0,['Notes'],"['Facing Problem while uploading', ' File was uploaded but not shown in review']",0,3,1,3,1,2,4,9,
136,1-22-2021 14:42:30,Design and Analysis of Algorithm,1,1,0,['Google Meet'],2,['Presentation'],0,0,"['Physical Books', ' Presentations']",['Facing Problem while uploading'],1,1,1,0,1,0,3,9,
137,1-22-2021 14:43:35,Data Analysis and Algorithms,1,1,0,['Google Meet'],2,['Presentation'],1,0,['Physical Books'],['Sections are not opening even after 15 min or more'],0,2,2,2,0,2,4,10,
138,1-22-2021 14:54:00,Computer Networks,0,3,1,"['Zoom', ' Google Meet']",2,"['White board', ' Presentation', ' Links to reference Material']",0,0,"['Physical Books', ' E-Books']","['Facing Problem while uploading', ' File was uploaded but not shown in review']",0,2,1,1,3,2,3,10,
139,1-22-2021 14:54:01,Computer Networks,0,3,1,"['Zoom', ' Google Meet']",2,"['White board', ' Presentation', ' Links to reference Material']",0,0,"['Physical Books', ' E-Books']","['Facing Problem while uploading', ' File was uploaded but not shown in review']",0,2,1,1,3,2,3,10,
140,1-22-2021 15:54:15,Computational Intelligence,1,1,0,['Zoom'],2,['Youtube or Videos(example:-Recorded Lecture of practical shown in class)'],0,0,"['Notes', ' Presentations']",['Everything was perfect'],0,3,3,3,1,2,4,10,
141,1-22-2021 15:56:33,Data Mining and Data Warehousing,1,0,0,['Google Meet'],2,['Presentation'],1,0,"['Notes', ' Presentations']",['Everything was perfect'],0,3,1,3,1,2,4,9,
142,1-22-2021 15:58:19,Design and Analysis of Algorithms,1,1,0,['Zoom'],2,"['White board', ' Presentation']",1,1,"['Notes', ' Presentations']",['Everything was perfect'],0,3,1,3,1,2,4,10,
143,1-22-2021 15:59:50,Internet of Things,1,0,0,['Zoom'],2,"['Presentation', ' Virtual Board']",0,0,"['Notes', ' Presentations']",['Everything was perfect'],0,3,3,1,1,2,4,10,
144,1-22-2021 16:01:58,Software Engineering,1,1,0,['Zoom'],2,"['Presentation', ' Virtual Board']",0,0,"['Notes', ' Presentations']",['Everything was perfect'],0,2,1,3,0,2,4,9,
145,1-22-2021 16:04:03,Computer Networks,1,0,0,['Zoom'],2,"['Presentation', ' Virtual Board']",1,2,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,1,3,2,2,4,10,Recorded lectures must be provided by all teachers. 
146,1-22-2021 16:59:54,Software Engineering,0,4,1,['Google Meet'],2,"['White board', ' Presentation']",2,0,['E-Books'],['Facing Problem while uploading'],0,2,1,1,3,2,2,9,
147,1-22-2021 19:09:15,design and analysis of algorithms,1,1,0,"['Zoom', ' Google Meet']",1,['White board'],1,0,"['Physical Books', ' Notes']",['Everything was perfect'],0,3,1,1,3,2,0,9,NO
148,1-22-2021 19:28:35,internet of things,1,1,0,"['Zoom', ' Google Meet']",1,['Presentation'],0,0,"['Physical Books', ' Presentations']",['Everything was perfect'],0,0,1,1,1,2,1,8,
149,1-22-2021 19:28:57,message passing interface,0,9,1,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation', ' Virtual Board']",1,0,"['E-Books', ' Notes']","['Everything was perfect', ' Facing Problem while uploading']",0,0,3,1,1,2,4,9,
150,1-22-2021 19:30:01,Computer network,0,10,0,"['Zoom', ' Google Meet']",2,['Presentation'],0,0,"['Physical Books', ' Presentations']",['Everything was perfect'],0,0,1,1,1,2,4,8,
151,1-22-2021 19:30:13,software engineering,1,1,1,['Zoom'],0,['Presentation'],2,0,['Notes'],['Everything was perfect'],0,3,1,1,3,2,2,9,NO
152,1-22-2021 19:31:26,Computational intelligence,1,0,0,['Google Meet'],2,['Virtual Board'],0,0,['Physical Books'],['Everything was perfect'],0,3,1,3,1,2,1,9,
153,1-22-2021 19:33:26,Software engineering,1,1,0,['Zoom'],2,['Presentation'],0,0,['Presentations'],['Everything was perfect'],0,3,1,3,1,2,0,9,
154,1-22-2021 19:34:36,Data Mining and Data Warehousing,0,3,1,['Google Meet'],0,['Presentation'],0,0,['Presentations'],['Everything was perfect'],0,0,1,0,2,2,4,9,
155,1-22-2021 19:35:24,design and analysis of algorithms,0,3,0,"['Zoom', ' Google Meet']",2,['White board'],1,0,"['Physical Books', ' Presentations']",['Everything was perfect'],0,3,1,1,2,2,1,9,
156,1-22-2021 19:53:11,internet of things,1,0,0,['Zoom'],2,['Presentation'],0,0,"['Notes', ' Presentations']",['Everything was perfect'],0,3,1,3,3,2,4,10,NO
157,1-22-2021 22:15:22,Data Mining and warehousing,1,2,0,['Zoom'],2,['Notes'],0,0,['Notes'],['Everything was perfect'],0,1,2,1,1,0,3,8,
158,1-23-2021 11:06:21,data analysis,1,0,0,"['Zoom', ' Google Meet']",1,"['Presentation', ' Virtual Board']",2,1,['Notes'],['Everything was perfect'],0,3,3,3,2,2,4,8,
159,1-23-2021 11:07:18,Computer Network,0,7,1,"['Zoom', ' Google Meet']",0,['Virtual Board'],2,0,['Notes'],['File was uploaded but not shown in review'],1,0,0,2,2,0,3,9,
160,1-23-2021 11:07:18,Software engineering,0,7,1,"['Zoom', ' Google Meet']",0,['Virtual Board'],2,0,['Notes'],['File was uploaded but not shown in review'],1,0,0,2,2,0,3,9,
161,1-23-2021 11:07:18,Data Mining and Data Warehousing,0,7,1,"['Zoom', ' Google Meet']",0,['Virtual Board'],2,0,['Notes'],['File was uploaded but not shown in review'],1,0,0,2,2,0,3,9,
162,1-23-2021 11:07:18,Design and Analysis of Algorithms,0,7,1,"['Zoom', ' Google Meet']",0,['Virtual Board'],2,0,['Notes'],['File was uploaded but not shown in review'],1,0,0,2,2,0,3,9,
163,1-23-2021 11:07:18,Internet of Things,0,7,1,"['Zoom', ' Google Meet']",0,['Virtual Board'],2,0,['Notes'],['File was uploaded but not shown in review'],1,0,0,2,2,0,3,9,
164,1-23-2021 11:07:18,Computational intelligence,0,7,1,"['Zoom', ' Google Meet']",0,['Virtual Board'],2,0,['Notes'],['File was uploaded but not shown in review'],1,0,0,2,2,0,3,9,
165,1-23-2021 11:07:28,data analysis,0,3,0,"['Zoom', ' Google Meet']",1,['Presentation'],2,1,"['E-Books', ' Presentations']",['Facing Problem while uploading'],0,3,1,0,3,2,4,9,"1.  Net issue
2. Google drive link should be provided in the exam
3. Sometimes, eyes pain due to excessive online learning, screentime is more tha 14 hrs.
Its not that we study in class only, after wards also we have to constantly glare onto the screen"
166,1-23-2021 11:14:42,data analytics,0,2,1,"['Zoom', ' Google Meet']",3,"['White board', ' Presentation']",0,0,"['Notes', ' We have not got the physical books']",['Facing Problem while uploading'],0,1,1,2,2,0,3,9,
167,1-23-2021 11:14:42,artificial intelligence,0,2,1,"['Zoom', ' Google Meet']",3,"['White board', ' Presentation']",0,0,"['Notes', ' We have not got the physical books']",['Facing Problem while uploading'],0,1,1,2,2,0,3,9,
168,1-23-2021 11:33:52,software engineering,1,0,0,['Google Meet'],1,"['White board', ' Presentation', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",1,0,['E-Books'],['Everything was perfect'],0,2,1,1,1,2,4,7,
169,1-23-2021 11:42:12,multi media interface,0,2,0,['Google Meet'],2,"['Presentation', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",0,0,"['Physical Books', ' Notes', ' Presentations']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more', ' File was uploaded but not shown in review']",0,3,3,3,1,2,4,9,New Normal!
170,1-23-2021 11:48:20,computer networks,1,1,0,['Google Meet'],1,"['Presentation', ' Virtual Board']",1,0,"['Notes', ' Presentations']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more', ' File was uploaded but not shown in review']",1,2,1,1,2,2,4,9,
171,1-23-2021 12:44:03,Computer Network,0,3,1,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation', ' Links to reference Material']",1,0,"['E-Books', ' Notes', ' Presentations', ' I did not got e-book for this subject.']",['Everything was perfect'],1,3,1,2,0,0,4,9,
172,1-23-2021 13:05:03,Software Engineering,1,1,0,"['Zoom', ' Google Meet']",2,"['Presentation', ' Virtual Board']",0,0,"['E-Books', ' Presentations']",['Everything was perfect'],1,3,3,3,1,0,4,9,Not required
173,1-23-2021 13:13:20,artificial intelligence,1,2,1,"['Zoom', ' Google Meet']",3,"['White board', ' Presentation']",0,0,"['Notes', ' Presentations']",['Everything was perfect'],0,0,1,1,3,2,3,10,Nope
174,1-23-2021 15:28:13,Machine Learning,1,0,0,['Zoom'],0,['Presentation'],0,0,['Presentations'],['Everything was perfect'],1,2,1,3,1,2,3,9,
175,1-23-2021 15:29:34,Artificial Intelligence,1,0,0,['Zoom'],2,"['White board', ' Presentation']",0,0,['Presentations'],['Everything was perfect'],1,3,1,1,1,2,3,9,
176,1-23-2021 16:01:39,Cyber Security,1,0,0,['Google Meet'],1,['Presentation'],0,0,['Presentations'],['Everything was perfect'],1,3,1,3,0,2,4,9,
177,1-23-2021 19:58:55,design and analysis of algorithms,1,0,0,['Google Meet'],2,['Virtual Board'],0,0,['Notes'],['Facing Problem while uploading'],1,2,1,3,0,0,4,9,
178,1-23-2021 20:02:14,Computer Networks,1,0,0,['Google Meet'],1,['Presentation'],0,0,['Notes'],['Everything was perfect'],1,3,1,3,1,0,4,9,
179,1-23-2021 20:56:18,Computer Networks,1,0,0,['Zoom'],3,"['Presentation', ' Links to reference Material']",0,0,['Physical Books'],"['Facing Problem while uploading', ' File was uploaded but not shown in review']",1,3,1,0,2,2,4,10,
180,1-23-2021 20:57:30,Software Engineering,1,2,0,['Zoom'],1,['Presentation'],1,0,"['E-Books', ' Presentations']","['Facing Problem while uploading', ' File was uploaded but not shown in review']",1,2,1,3,2,2,4,9,
181,1-23-2021 20:58:34,High Performance Computing,1,0,0,['Google Meet'],1,"['White board', ' Virtual Board']",2,1,['E-Books'],"['Facing Problem while uploading', ' File was uploaded but not shown in review']",1,3,1,3,2,2,4,8,
182,1-23-2021 20:59:34,Algorithms,1,0,0,['Google Meet'],2,"['White board', ' Virtual Board']",0,0,['Physical Books'],"['Facing Problem while uploading', ' File was uploaded but not shown in review']",1,1,1,1,2,2,4,9,
183,1-23-2021 21:00:38,Artificial intelligence,1,0,0,"['Zoom', ' Google Meet']",1,['Presentation'],1,1,"['Physical Books', ' Presentations']","['Sections are not opening even after 15 min or more', ' File was uploaded but not shown in review']",1,2,3,3,2,2,4,9,
184,1-23-2021 21:01:29,Computer Networks,0,1,1,['Zoom'],2,['Presentation'],1,0,"['Notes', ' Presentations']",['Sometimes the page froze'],0,2,1,1,0,0,3,6,
185,1-23-2021 21:01:30,Data Mining and Warehousing,1,0,0,['Google Meet'],1,"['White board', ' Presentation']",1,0,"['E-Books', ' Presentations']",['Everything was perfect'],1,3,1,3,2,2,4,9,
186,1-23-2021 21:03:56,Algorithms ,1,7,1,"[""Microsoft Team's""]",2,['Presentation'],1,1,"['Notes', ' Presentations']",['Sections are not opening even after 15 min or more'],1,1,3,1,1,0,3,9,
187,1-23-2021 21:04:44,R programming ,0,7,0,"[""Microsoft Team's""]",2,"['Presentation', ' Virtual Board']",1,1,"['E-Books', ' Notes', ' Presentations']",['Facing Problem while uploading'],1,2,3,1,1,1,4,7,
188,1-23-2021 21:05:17,German ,1,8,0,"[""Microsoft Team's""]",1,['White board'],0,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,3,2,2,1,9,
189,1-23-2021 21:05:22,Software Engineering,1,0,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation', ' Links to reference Material']",1,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],1,3,3,3,2,2,1,9,
190,1-23-2021 21:05:22,Computer Networks,1,0,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation', ' Links to reference Material']",1,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],1,3,3,3,2,2,1,9,
191,1-23-2021 21:05:22,Internet of Things,1,0,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation', ' Links to reference Material']",1,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],1,3,3,3,2,2,1,9,
192,1-23-2021 21:05:22,Data Mining and Data Warehousing,1,0,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation', ' Links to reference Material']",1,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],1,3,3,3,2,2,1,9,
193,1-23-2021 21:05:22,Design and Analysis of Algorithms,1,0,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation', ' Links to reference Material']",1,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],1,3,3,3,2,2,1,9,
194,1-23-2021 21:05:22,Computational intelligence,1,0,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation', ' Links to reference Material']",1,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],1,3,3,3,2,2,1,9,
195,1-23-2021 21:23:28,Symbolic Logic,1,0,0,['Zoom'],2,"['Presentation', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",2,2,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,3,2,1,1,10,
196,1-23-2021 21:25:40,2D Design,1,0,0,"['Zoom', ' Discord']",2,"['Presentation', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)', ' Screensharing']",0,2,['Notes'],['Not applicable'],1,3,3,3,2,1,1,10,
197,1-23-2021 21:29:26,Computer Systems Organization,1,0,0,['Zoom'],2,"['Presentation', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",0,0,['Notes'],['Not applicable'],0,3,3,1,2,2,1,10,
198,1-23-2021 21:30:53,Intro to Artificial Intelligence,1,0,0,['Zoom'],2,"['Presentation', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",1,0,"['Notes', ' Presentations']",['Not applicable'],1,3,3,2,3,2,4,10,
199,1-23-2021 21:36:54,computer networks,1,2,1,['Zoom'],2,['Presentation'],2,0,"['E-Books', ' Presentations']",['Everything was perfect'],1,0,1,2,2,2,4,8,none
200,1-23-2021 21:40:31,design and analysis of algorithms,1,9,0,['Zoom'],2,['White board'],2,0,['Notes'],['Facing Problem while uploading'],0,3,1,3,2,2,4,9,
201,1-23-2021 21:41:46,Leadership,1,1,0,['Zoom'],2,"['White board', ' Presentation', ' Virtual Board', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",1,0,"['E-Books', ' Presentations']",['Everything was perfect'],0,2,3,3,2,2,1,10,"Using all available tools, whiteboards Q&A, keeps it interesting"
202,1-23-2021 21:49:06,Computer Networks,0,2,0,['Google Meet'],1,"['White board', ' Presentation', ' Virtual Board']",1,0,['Physical Books'],['Everything was perfect'],1,2,1,3,2,2,4,8,Teacher should understand that students can have network problems too.
203,1-23-2021 21:52:05,Software Engineering,0,1,0,['Zoom'],2,"['White board', ' Presentation']",0,1,['E-Books'],['Everything was perfect'],1,3,3,3,2,2,4,9,Nothing
204,1-23-2021 21:53:35,Data Mining and Data Warehousing,0,3,0,"['Zoom', ' Google Meet']",2,"['White board', ' Presentation']",1,1,['E-Books'],['Facing Problem while uploading'],0,2,3,3,2,2,1,9,Nothing
205,1-23-2021 21:56:59,Internet of things,0,1,1,['Zoom'],0,['Presentation'],0,0,['Presentations'],['Everything was perfect'],1,2,1,1,1,2,3,8,
206,1-23-2021 21:59:48,Computational Intelligence,0,4,0,['Google Meet'],2,"['White board', ' Presentation']",0,0,['E-Books'],['Facing Problem while uploading'],0,3,1,3,2,2,4,9,Nothing
207,1-23-2021 22:01:09,Internet of Things,0,4,0,['Google Meet'],2,"['White board', ' Presentation']",1,1,['Physical Books'],['Facing Problem while uploading'],1,3,1,3,2,2,4,9,Nothing
208,1-23-2021 22:02:20,design and analysis of algorithms,0,3,0,"['Zoom', ' Google Meet']",2,"['White board', ' Presentation']",0,0,['Physical Books'],['Everything was perfect'],1,3,3,3,2,2,4,8,Nothing
209,1-23-2021 22:25:22,Computational Intelligence,0,1,0,['Zoom'],1,"['Presentation', ' Links to reference Material']",0,0,['Notes'],['Everything was perfect'],1,3,1,3,0,0,3,9,
210,1-24-2021 4:09:19,Information Technology Law,0,2,0,"[""Microsoft Team's""]",2,['Links to reference Material'],1,0,['E-Books'],['Everything was perfect'],0,1,3,3,2,2,2,10,
211,1-24-2021 4:12:52,Labour Law 2,1,0,1,"[""Microsoft Team's""]",3,"['Presentation', ' Links to reference Material']",2,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,1,3,0,0,10,
212,1-24-2021 4:14:24,Environmental Law,0,2,0,"[""Microsoft Team's""]",3,"['Presentation', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",1,1,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,3,2,0,0,10,
213,1-24-2021 4:15:39,Human Rights Law & Theory,0,1,0,"[""Microsoft Team's""]",3,"['Presentation', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",2,1,['Presentations'],['Everything was perfect'],0,3,3,2,0,0,0,8,
214,1-24-2021 4:16:53,Law of Taxation,0,5,1,"[""Microsoft Team's""]",3,"['Presentation', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",2,1,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,0,2,0,2,9,
215,1-24-2021 4:18:09,Practical Approach to Dispute Resolution,0,1,0,"[""Microsoft Team's""]",0,"['White board', ' Presentation', ' Virtual Board', ' Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",1,2,['Notes'],['Everything was perfect'],0,3,3,3,2,2,0,10,
216,1-24-2021 15:26:54,computational intelligence,0,4,1,['Zoom'],2,"['Links to reference Material', ' Youtube or Videos(example:-Recorded Lecture of practical shown in class)']",0,0,"['Physical Books', ' Presentations']",['Everything was perfect'],1,2,3,2,3,0,2,10,
217,1-25-2021 12:44:42,Software Engineering,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
218,1-25-2021 12:44:42,Computer Networks,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
219,1-25-2021 12:44:42,Data warehouse and mining,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
220,1-25-2021 12:44:42,Design and Analysis of Algorithms,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
221,1-25-2021 12:44:42,Computational Intelligence,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
222,1-25-2021 12:44:42,Internet of Things,1,3,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation']",1,0,"['Physical Books', ' E-Books', ' Presentations']",['Everything was perfect'],0,0,1,3,1,2,4,9,"The interaction can be improved in the classes, by some fun ways.
Thank you.
"
223,1-25-2021 14:19:12,Money and Banking,1,2,0,"[""Microsoft Team's""]",2,"['White board', ' Presentation', ' Virtual Board']",1,0,"['E-Books', ' Presentations']",['Everything was perfect'],0,3,3,3,0,1,4,10,
224,1-25-2021 14:22:21,Intro to Computer Programming,1,3,1,['BlackBoard'],0,"['White board', ' Presentation']",0,0,['YouTube videos'],['Had to type in the answers'],1,0,3,1,3,1,3,9,
225,1-25-2021 14:23:48,Data Mining and Data Warehousing,0,1,0,['Zoom'],2,['Presentation'],0,0,"['E-Books', ' Presentations']",['Everything was perfect'],1,3,1,1,3,0,4,10,
226,1-25-2021 14:23:48,Intro to Stats,1,0,0,"[""Microsoft Team's""]",1,['Presentation'],2,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,3,3,0,1,4,9,
227,1-25-2021 14:29:12,computational intelligence,0,6,1,"['Zoom', ' Google Meet']",2,['Presentation'],1,0,"['Physical Books', ' Presentations']",['Facing Problem while uploading'],1,2,3,1,0,2,0,9,Classes should be more interactive
228,1-25-2021 14:30:41,Data Mining and Data Warehousing,0,4,0,['Google Meet'],1,['Presentation'],2,0,"['Notes', ' Presentations']","['Facing Problem while uploading', ' Sections are not opening even after 15 min or more']",1,2,1,2,0,2,3,9,
229,1-25-2021 14:32:52,Computer Networks,1,0,0,['Google Meet'],2,"['Presentation', ' Virtual Board']",0,0,"['E-Books', ' Notes', ' Presentations']",['Everything was perfect'],1,2,1,1,0,0,3,8,
230,1-25-2021 14:33:30,design and analysis of algorithms,0,7,0,"['Zoom', ' Google Meet']",1,"['White board', ' Presentation', ' Links to reference Material']",2,0,['Physical Books'],['Everything was perfect'],1,3,2,0,1,2,3,9,
231,1-25-2021 14:38:26,internet of things,0,5,0,['Google Meet'],2,"['Presentation', ' Virtual Board']",0,2,['Physical Books'],['Facing Problem while uploading'],1,2,1,1,3,2,3,9,
232,1-25-2021 14:40:44,computer networks,0,10,1,['Google Meet'],0,['Presentation'],1,0,"['E-Books', ' Notes', ' Presentations']",['Facing Problem while uploading'],1,2,1,1,0,2,3,9,
233,1-25-2021 14:55:31,Internet of Things,0,1,0,['Google Meet'],1,['Presentation'],0,0,"['E-Books', ' Presentations']",['Everything was perfect'],1,3,1,1,3,0,1,10,
234,1-25-2021 14:58:10,Data Mining and Data Warehousing,1,2,0,['Google Meet'],2,['Presentation'],0,0,"['Physical Books', ' Notes', ' Presentations']",['Everything was perfect'],0,3,1,3,0,2,4,9,
235,1-25-2021 15:05:33,internet of things,1,0,0,"['Zoom', ' Google Meet']",2,['Presentation'],0,1,['Physical Books'],['Everything was perfect'],0,3,1,1,2,2,1,9,
236,1-25-2021 15:08:06,computer networks,1,2,0,['Zoom'],1,"['Presentation', ' Virtual Board']",1,1,"['E-Books', ' Notes']",['Everything was perfect'],1,2,2,1,0,0,4,10,
237,1-25-2021 15:11:50,design and analysis of algorithms,1,1,0,['Zoom'],2,['White board'],1,1,['Notes'],['Everything was perfect'],0,3,1,1,2,2,1,9,
238,1-25-2021 15:12:57,software engineering,0,0,0,['Zoom'],1,['Presentation'],0,1,"['E-Books', ' Notes']",['Everything was perfect'],0,3,1,0,3,2,4,9,
239,1-25-2021 15:15:20,computational intelligence,0,1,1,"['Zoom', ' Google Meet']",2,"['White board', ' Presentation']",1,1,"['E-Books', ' Notes']",['Everything was perfect'],0,1,2,1,3,2,1,9,
240,1-25-2021 20:44:13,Software engineering,0,3,0,['Google Meet'],1,['Presentation'],1,0,['Presentations'],['Everything was perfect'],0,3,1,3,1,2,4,9,
